"Entity"	"Bio_StationID"	"BenSampID"	"Bio_CollDate"	"Bio_Year"	"Bio_Month"	"CollMeth"	"Regional_FinalID"	"OTU"	"Exclude"	"SumOfIndivids"	"TotalInd"	"RelAbund"
"ME DEP"	"MEDEP_56752"	"MEDEP_25"	8/12/1999 0:00:00	1999	8	"MEDEP_AS_RockBasket"	"Polypedilum illinoense"	"Polypedilum"	0	1.00	497.00	0.40
"ME DEP"	"MEDEP_56752"	"MEDEP_25"	8/12/1999 0:00:00	1999	8	"MEDEP_AS_RockBasket"	"Procloeon"	"Procloeon"	0	152.00	497.00	30.58
"ME DEP"	"MEDEP_56752"	"MEDEP_25"	8/12/1999 0:00:00	1999	8	"MEDEP_AS_RockBasket"	"Psectrocladius"	"Psectrocladius"	0	1.00	497.00	0.20
"ME DEP"	"MEDEP_56752"	"MEDEP_25"	8/12/1999 0:00:00	1999	8	"MEDEP_AS_RockBasket"	"Pycnopsyche"	"Limnephilidae"	0	1.00	497.00	0.20
"ME DEP"	"MEDEP_56752"	"MEDEP_25"	8/12/1999 0:00:00	1999	8	"MEDEP_AS_RockBasket"	"Rheotanytarsus"	"Rheotanytarsus"	0	1.00	497.00	0.20
"ME DEP"	"MEDEP_56752"	"MEDEP_25"	8/12/1999 0:00:00	1999	8	"MEDEP_AS_RockBasket"	"Simulium"	"Simulium"	0	1.00	497.00	0.60
"ME DEP"	"MEDEP_56752"	"MEDEP_25"	8/12/1999 0:00:00	1999	8	"MEDEP_AS_RockBasket"	"Simulium tuberosum"	"Simulium"	0	2.00	497.00	0.60
"ME DEP"	"MEDEP_56752"	"MEDEP_25"	8/12/1999 0:00:00	1999	8	"MEDEP_AS_RockBasket"	"Stempellinella"	"Stempellinella"	0	3.00	497.00	0.60
"ME DEP"	"MEDEP_56752"	"MEDEP_25"	8/12/1999 0:00:00	1999	8	"MEDEP_AS_RockBasket"	"Stenacron interpunctatum"	"Stenacron"	0	10.00	497.00	2.01
"ME DEP"	"MEDEP_56752"	"MEDEP_25"	8/12/1999 0:00:00	1999	8	"MEDEP_AS_RockBasket"	"Stenelmis crenata"	"Stenelmis"	0	1.00	497.00	0.20
"ME DEP"	"MEDEP_56752"	"MEDEP_25"	8/12/1999 0:00:00	1999	8	"MEDEP_AS_RockBasket"	"Synorthocladius"	"Synorthocladius"	0	1.00	497.00	0.20
"ME DEP"	"MEDEP_56752"	"MEDEP_25"	8/12/1999 0:00:00	1999	8	"MEDEP_AS_RockBasket"	"Tanytarsus"	"Tanytarsus"	0	10.00	497.00	2.21
"ME DEP"	"MEDEP_56752"	"MEDEP_25"	8/12/1999 0:00:00	1999	8	"MEDEP_AS_RockBasket"	"Tanytarsus glabrescens"	"Tanytarsus"	0	1.00	497.00	2.21
"ME DEP"	"MEDEP_56752"	"MEDEP_25"	8/12/1999 0:00:00	1999	8	"MEDEP_AS_RockBasket"	"Thienemannimyia"	"Thienemannimyia"	0	1.00	497.00	0.20
"ME DEP"	"MEDEP_56752"	"MEDEP_25"	8/12/1999 0:00:00	1999	8	"MEDEP_AS_RockBasket"	"Tricorythodes"	"Tricorythodes"	0	1.00	497.00	0.20
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Ablabesmyia janta"	"Ablabesmyia"	0	2.00	470.00	4.04
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Ablabesmyia mallochi"	"Ablabesmyia"	0	17.00	470.00	4.04
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Caenis"	"Caenis"	0	1.00	470.00	0.21
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Cheumatopsyche"	"Cheumatopsyche"	0	66.00	470.00	14.04
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Chironomus"	"Chironomus"	0	19.00	470.00	4.04
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Cricotopus"	"Cricotopus"	0	1.00	470.00	0.42
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Cricotopus bicinctus"	"Cricotopus"	0	1.00	470.00	0.42
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Hydropsyche"	"Ceratopsyche/Hydropsyche"	0	3.00	470.00	0.63
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Maccaffertium"	"Maccaffertium/Stenonema"	0	1.00	470.00	0.21
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Macrostemum zebratum"	"Macrostemum"	0	204.00	470.00	43.40
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Nais simplex"	"Naididae"	0	1.00	470.00	0.42
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Nanocladius distinctus"	"Nanocladius"	0	1.00	470.00	0.21
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Neureclipsis"	"Polycentropodidae"	0	8.00	470.00	2.12
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Parachironomus"	"Parachironomus"	0	4.00	470.00	0.85
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Paratanytarsus"	"Paratanytarsus"	0	1.00	470.00	0.21
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Polycentropus"	"Polycentropodidae"	0	2.00	470.00	2.12
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Polypedilum"	"Polypedilum"	0	14.00	470.00	4.25
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Polypedilum illinoense"	"Polypedilum"	0	6.00	470.00	4.25
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Procladius"	"Procladius"	0	6.00	470.00	1.27
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Rheotanytarsus"	"Rheotanytarsus"	0	33.00	470.00	7.02
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Simulium"	"Simulium"	0	1.00	470.00	0.21
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Stylaria fossularis"	"Naididae"	0	1.00	470.00	0.42
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Tanytarsus"	"Tanytarsus"	0	7.00	470.00	1.48
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Thienemannimyia"	"Thienemannimyia"	0	5.00	470.00	1.06
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Tricorythodes"	"Tricorythodes"	0	1.00	470.00	0.21
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Tubificidae"	"Tubificidae"	0	1.00	470.00	0.21
"ME DEP"	"MEDEP_56799"	"MEDEP_150"	8/22/1984 0:00:00	1984	8	"MEDEP_AS_RockBasket"	"Tvetenia"	"Tvetenia"	0	4.00	470.00	0.85
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Acroneuria"	"Acroneuria"	0	2.00	668.00	0.59
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Acroneuria abnormis"	"Acroneuria"	0	2.00	668.00	0.59
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Agnetina capitata"	"Agnetina"	0	1.00	668.00	0.14
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Attenella"	"Attenella"	0	11.00	668.00	1.64
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Baetis"	"Baetis"	0	7.00	668.00	1.04
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Brachycentrus"	"Brachycentrus"	0	3.00	668.00	1.04
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Brachycentrus appalachia"	"Brachycentrus"	0	4.00	668.00	1.04
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Cheumatopsyche"	"Cheumatopsyche"	0	55.00	668.00	8.23
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Chimarra"	"Chimarra"	0	3.00	668.00	3.29
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Chimarra aterrima"	"Chimarra"	0	15.00	668.00	3.29
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Chimarra socia"	"Chimarra"	0	4.00	668.00	3.29
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Corynoneura"	"Corynoneura"	0	1.00	668.00	0.14
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Cricotopus bicinctus"	"Cricotopus"	0	7.00	668.00	1.19
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Cricotopus festivellus"	"Cricotopus"	0	1.00	668.00	1.19
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Epeorus"	"Epeorus"	0	2.00	668.00	0.29
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Hydropsyche"	"Ceratopsyche/Hydropsyche"	0	239.00	668.00	35.77
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Isonychia"	"Isonychiidae"	0	1.00	668.00	0.14
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Lepidostoma"	"Lepidostomatidae"	0	2.00	668.00	0.29
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Leptophlebiidae"	"Leptophlebiidae"	0	1.00	668.00	0.14
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Maccaffertium"	"Maccaffertium/Stenonema"	0	7.00	668.00	1.64
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Maccaffertium vicarium"	"Maccaffertium/Stenonema"	0	4.00	668.00	1.64
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Microtendipes"	"Microtendipes"	0	2.00	668.00	0.29
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Nanocladius"	"Nanocladius"	0	1.00	668.00	0.14
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Neureclipsis"	"Polycentropodidae"	0	10.00	668.00	5.23
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Pleuroceridae"	"Pleuroceridae"	0	1.00	668.00	0.14
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Polycentropodidae"	"Polycentropodidae"	0	24.00	668.00	5.23
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Polycentropus"	"Polycentropodidae"	0	1.00	668.00	5.23
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Polypedilum"	"Polypedilum"	0	3.00	668.00	0.44
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Promoresia"	"Promoresia"	0	6.00	668.00	0.89
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Psephenus herricki"	"Psephenus"	0	2.00	668.00	0.29
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Rheotanytarsus"	"Rheotanytarsus"	0	63.00	668.00	9.43
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Rhyacophila"	"Rhyacophilidae"	0	1.00	668.00	0.14
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Simulium"	"Simulium"	0	23.00	668.00	3.44
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Stenelmis"	"Stenelmis"	0	2.00	668.00	0.29
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Thienemannimyia"	"Thienemannimyia"	0	1.00	668.00	0.14
"ME DEP"	"MEDEP_56817"	"MEDEP_190"	9/4/1984 0:00:00	1984	9	"MEDEP_AS_RockBasket"	"Tvetenia"	"Tvetenia"	0	100.00	668.00	14.97
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Acroneuria"	"Acroneuria"	0	1.00	592.00	0.67
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Acroneuria abnormis"	"Acroneuria"	0	3.00	592.00	0.67
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Agnetina capitata"	"Agnetina"	0	1.00	592.00	0.16
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Attenella"	"Attenella"	0	5.00	592.00	0.84
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Baetis"	"Baetis"	0	21.00	592.00	3.54
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Brachycentrus appalachia"	"Brachycentrus"	0	14.00	592.00	2.36
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Cheumatopsyche"	"Cheumatopsyche"	0	119.00	592.00	20.10
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Chimarra"	"Chimarra"	0	1.00	592.00	5.23
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Chimarra aterrima"	"Chimarra"	0	23.00	592.00	5.23
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Chimarra obscura"	"Chimarra"	0	1.00	592.00	5.23
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Chimarra socia"	"Chimarra"	0	6.00	592.00	5.23
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Cricotopus bicinctus"	"Cricotopus"	0	2.00	592.00	0.33
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Epeorus"	"Epeorus"	0	4.00	592.00	0.67
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Ephemerella"	"Ephemerella"	0	1.00	592.00	0.16
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Eukiefferiella"	"Eukiefferiella"	0	1.00	592.00	0.16
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Hydropsyche"	"Ceratopsyche/Hydropsyche"	0	96.00	592.00	16.21
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Isonychia"	"Isonychiidae"	0	1.00	592.00	0.16
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Lepidostoma"	"Lepidostomatidae"	0	5.00	592.00	0.84
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Maccaffertium"	"Maccaffertium/Stenonema"	0	6.00	592.00	1.68
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Maccaffertium mediopunctatum"	"Maccaffertium/Stenonema"	0	2.00	592.00	1.68
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Maccaffertium modestum"	"Maccaffertium/Stenonema"	0	1.00	592.00	1.68
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Maccaffertium vicarium"	"Maccaffertium/Stenonema"	0	1.00	592.00	1.68
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Macrostemum zebratum"	"Macrostemum"	0	5.00	592.00	0.84
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Microtendipes"	"Microtendipes"	0	2.00	592.00	0.33
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Nanocladius"	"Nanocladius"	0	2.00	592.00	0.33
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Neureclipsis"	"Polycentropodidae"	0	16.00	592.00	3.88
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Polycentropodidae"	"Polycentropodidae"	0	5.00	592.00	3.88
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Polycentropus"	"Polycentropodidae"	0	2.00	592.00	3.88
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Polypedilum flavum"	"Polypedilum"	0	6.00	592.00	1.01
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Promoresia"	"Promoresia"	0	3.00	592.00	0.50
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Pseudocloeon"	"Pseudocloeon"	0	2.00	592.00	0.33
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Pyralidae"	"Lepidoptera"	0	1.00	592.00	0.16
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Rheocricotopus"	"Rheocricotopus"	0	4.00	592.00	0.67
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Rheotanytarsus"	"Rheotanytarsus"	0	44.00	592.00	7.43
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Serratella"	"Serratella"	0	5.00	592.00	0.84
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Simulium"	"Simulium"	0	28.00	592.00	4.72
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Stenelmis"	"Stenelmis"	0	4.00	592.00	0.67
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Tricorythodes"	"Tricorythodes"	0	2.00	592.00	0.33
"ME DEP"	"MEDEP_56817"	"MEDEP_192"	8/21/1985 0:00:00	1985	8	"MEDEP_AS_RockBasket"	"Tvetenia"	"Tvetenia"	0	29.00	592.00	4.89
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Acroneuria"	"Acroneuria"	0	7.00	601.00	1.16
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Agnetina capitata"	"Agnetina"	0	1.00	601.00	0.16
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Amnicola limosus"	"Hydrobiidae"	0	2.00	601.00	0.33
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Argia"	"Coenagrionidae"	0	1.00	601.00	0.49
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Atherix"	"Atherix"	0	1.00	601.00	0.16
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Attenella"	"Attenella"	0	40.00	601.00	6.65
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Baetis"	"Baetis"	0	20.00	601.00	3.32
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Boyeria"	"Aeshnidae"	0	1.00	601.00	0.16
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Brachycentrus"	"Brachycentrus"	0	25.00	601.00	4.15
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Calopteryx"	"Calopterygidae"	0	3.00	601.00	0.49
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Cheumatopsyche"	"Cheumatopsyche"	0	49.00	601.00	8.15
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Chimarra"	"Chimarra"	0	25.00	601.00	4.15
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Coenagrionidae"	"Coenagrionidae"	0	2.00	601.00	0.49
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Cricotopus"	"Cricotopus"	0	1.00	601.00	1.33
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Cricotopus bicinctus"	"Cricotopus"	0	7.00	601.00	1.33
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Dubiraphia"	"Dubiraphia"	0	1.00	601.00	0.16
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Eukiefferiella"	"Eukiefferiella"	0	1.00	601.00	0.16
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Hydropsyche"	"Ceratopsyche/Hydropsyche"	0	45.00	601.00	7.48
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Hydroptila"	"Hydroptila"	0	1.00	601.00	0.16
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Isonychia"	"Isonychiidae"	0	3.00	601.00	0.49
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Lepidostoma"	"Lepidostomatidae"	0	1.00	601.00	0.16
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Leucrocuta"	"Leucrocuta"	0	1.00	601.00	0.16
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Maccaffertium"	"Maccaffertium/Stenonema"	0	17.00	601.00	2.82
"ME DEP"	"MEDEP_56817"	"MEDEP_193"	9/5/1986 0:00:00	1986	9	"MEDEP_AS_RockBasket"	"Micrasema"	"Micrasema"	0	1.00	601.00	0.16
